;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;1616;П3.3;10.03.2022;88;574;573;572;0;0;0;6;2;2;2;0;0;0;0;6;2;2;1;Продумывать работу с мишениями, дифференцировать вопросы для сильных и слабых учеников, создавая ситуацию успеха для слабых.
1;1638;П3.3;10.03.2022;84;565;566;564;0;0;0;3;2;0;1;0;0;0;0;3;2;0;1;Не совсем удолетворена.Нужно задавать больше репродуктивных вопросов.
2;1639;П3.3;10.03.2022;84;566;565;564;0;0;0;6;2;3;1;0;0;0;0;7;2;3;1;Удовлетворена. Учащийся вместо молчания пытается ответить на вопрос, пусть робко и неуверенно, но с помощью учителя находит верный путь. Продолжаем учить учеников отвечать при помощи плакатов-помощников.
3;1615;П3.3;11.03.2022;88;573;574;572;0;0;0;6;2;2;2;0;0;0;0;6;2;2;2;В результате наблюдений было выявлено, что Олег (Мишень 1) старается отвечать, ученик Вадим (Мишень 2) отвечает только с помошью учителя или вообще не отвечает.
4;343;П3.3;16.03.2022;99;680;678;674;0;0;0;5;3;2;0;0;0;0;0;2;0;2;0;Уроком довольны. Класс активен. Ребята внимательны.Вопросы интересные.
5;805;П3.3;17.03.2022;100;688;687;689;0;0;0;16;9;4;3;0;0;0;0;11;6;4;1;Часть обучающихся к концу урока втянулись в работу. Сильные выдерживают темп в течении всего урока. Слабые учащиеся к концу урока устали, но напряжение прошло. Важно менять виды деятельности.
6;348;П3.3;17.03.2022;99;678;680;674;0;0;0;5;3;2;0;0;0;0;0;2;0;2;0;Урок удовлетворительный.
7;247;П3.3;17.03.2022;114;818;823;819;0;0;0;2;0;2;0;0;0;0;0;2;0;2;0;Удовлетворена. Продуктивные вопросы действуют на активность класса. Есть улучшение в учёбе. Интереснее отвечать на продуктивные вопросы .В классе возник момент здоровой конкуренции. 
8;252;П3.3;17.03.2022;114;823;818;819;0;0;0;2;0;2;0;0;0;0;0;2;0;2;0;Репродуктивных вопросов наконец-то стало меньше!! Я удовлетворена ситуацией на уроке, потому что есть улучшение и у меня и у учеников. Они становятся активнее. Урок для них становится интереснее . Цель- продолжать работу над постановкой продуктивных вопросов.
9;904;П3.3;21.03.2022;114;821;820;819;0;0;0;3;0;2;1;0;0;0;0;3;0;2;1;Да.  Цель оставляю прежней- Ребёнку со статусом ОВЗ  ( он не мишень)  - выполнять продуктивное задание. Продолжу работу над подготовкой специальнх заданий продуктивного характера для ребёнка со статусом ОВЗ. Хочу его развивать и активизировать
10;241;П3.3;22.03.2022;114;820;821;819;0;0;0;2;0;2;0;0;0;0;0;2;0;2;0;Нет полного удовлетворения. Цель- работать над увеличением продуктивных вопросов оставляю для себя важной,вне зависимости от того,присутствует у меня кто на уроке или нет. Буду лучше продумывать задания к урокам.
11;1644;П3.3;30.03.2022;111;801;802;792;0;0;0;22;7;7;8;0;0;0;0;16;6;6;4;"Удовлетворение частичное.  Необходимо дробить вопросы для слабых обучающихся, предварительно спросив более сильных обучающихся на первую часть ""раздробленного вопроса"". Дозировать время ответа."
12;1645;П3.3;30.03.2022;111;802;801;792;0;0;0;22;7;7;8;0;0;0;0;22;7;7;8;Удовлетворение частичное.  Для слабых обучающихся необходимо начинать с репродуктивных вопросов, при переходе на продуктивные вопросы давать подсказки или выбор ответа. Давать определенное время для ответа.
13;1646;П3.3;30.03.2022;129;752;753;757;0;0;0;14;3;5;6;0;0;0;0;12;3;3;6;Дать возможность ученикам отвечать на вопросы письменно. Работая в паре отвечать на вопросы на листочках-подсказках.
14;1647;П3.3;30.03.2022;129;753;752;757;0;0;0;8;2;3;3;0;0;0;0;8;2;3;3;"Продуктивные вопросы составляют сами ученики из ""заготовок вопроса"". Работая в парах строят цепочку из вопросов."
15;1650;П3.3;31.03.2022;75;497;498;496;0;0;0;2;0;0;2;0;0;0;0;0;0;2;0;удовлетворена, цель для дальнейшей работы- активность детей при ответе на продуктивные вопросы. Пока думаю, как можно этого достичь
16;1651;П3.3;31.03.2022;75;498;497;496;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;удовлетворён
17;923;П3.3;06.04.2022;101;653;654;650;0;0;0;19;5;9;5;0;0;0;0;13;4;4;5;"Уроком осталась не совсем довольна. Считаю, что уделила мало времени своим ""мишеням"""
18;749;П3.3;08.04.2022;121;905;906;909;0;0;0;18;4;10;4;0;0;0;0;9;4;4;1;Уроком удовлетворена, но считаю, что необходимо создавать для слабых учеников, учеников - мешеней ситуацию успеха, комметрировать каждый их ответ, давать полную оценку сказанного.
19;865;П3.3;12.04.2022;129;758;759;751;0;0;0;11;3;4;4;0;0;0;0;11;3;4;4;Увеличилось количество вопросов. Мишени отвечали на репродуктивные вопросы, работали активнее. Наряду с репродуктивными начали отвечать на продуктивные вопросы.
20;1641;П3.3;12.04.2022;111;797;798;790;0;0;0;19;5;10;4;0;0;0;0;12;4;7;1;Уроком удовлетворена. Хотелось бы, чтобы слабые дети работали самостоятельно и могли отвечать на продуктивные вопросы. Чтобы достичь цели, буду давать дифференцированные задания и вопросы.
21;155;П3.3;12.04.2022;125;842;841;843;0;0;0;18;8;8;2;0;0;0;0;12;5;5;2;
22;1003;П3.3;12.04.2022;76;501;502;500;0;0;0;7;1;4;2;0;0;0;0;7;1;4;2;Уроком довольна. Продуктивные вопросы задавала всем группам учеников. Достижимая цель : ответы на продуктивные вопросы без дополнительных вопросов. Чтобы достичь : увеличить количество продуктивных вопросов для слабых и средних учеников.
23;1008;П3.3;12.04.2022;76;502;501;500;0;0;0;7;2;2;3;0;0;0;0;7;2;2;3;Да, уроком удовлетворена. Ставлю цель: привлекать к ответам на продуктивные вопросы все категории учащихся, используя для этого разные методы и приемы организации деятельности, использовать приемы работы с наглядным материалом, содержанием учебника.
24;859;П3.3;13.04.2022;129;755;756;754;0;0;0;13;5;5;3;0;0;0;0;9;5;4;0;Нужно изменить формы опроса тех детей, которые не являются мишенями. А между мишенями провести игру в которой они сами будут составлять и задавать вопросы всему классу.
25;1640;П3.3;13.04.2022;111;798;797;790;0;0;0;22;3;16;3;0;0;0;0;16;2;11;3;Я удовлетворена своей работой. Перед собой поставила цель улучшить качество работы учеников каждой группы. Для сильных учеников будут подготовлены индивидуальные карточки повышенной сложности, для средних учеников - карточки средней сложности. Чтобы повысить качество работы слабых учеников, необходима индивидуальная работа с учителем.
26;917;П3.3;13.04.2022;101;654;653;650;0;0;0;20;4;6;10;0;0;0;0;16;4;5;7;Уроком я доволен. Не скажу, что все ожидания оправдались, но активность точно была хорошая.
27;871;П3.3;14.04.2022;129;759;758;751;0;0;0;11;5;3;3;0;0;0;0;11;5;3;3;В связи с темой урока (введение нового материала) вопросов было задано меньше, продуктивные составили третью часть вопросов. Дети из средней группы больше отвечали на продуктивные вопросы. Один учащийся из слабой группы ответил на продуктивные вопросы.
28;742;П3.3;14.04.2022;121;906;905;909;0;0;0;13;3;3;7;0;0;0;0;9;3;1;5;Я полностью доволен результатами. Необходимо больше внимания уделять качеству вопрососв и их распределению между учениками в классе. Целью я могу себе поставить Увеличение репродуктивных вопросов и их преобладание над продуктивными. Я понимаю как достичь этой цели
29;854;П3.3;15.04.2022;129;756;755;754;0;0;0;6;2;3;1;0;0;0;0;5;2;3;0;Мишени не проявили себя  лучше обычного. Репродуктивных ответов из сильных и средних групп учащихся было больше. Когда на уроке мало сильных учеников, средние учащиеся чуствуют себя увереннее. 
30;157;П3.3;15.04.2022;125;841;842;843;0;0;0;13;5;4;4;0;0;0;0;13;5;4;4;
