;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;594;П3.1;07.02.2022;119;852;853;851;0;0;0;23;;;;0;;;;10;;;;Ставлю цель :отработать еще раз данную компетенцию, но уже на другом уровне!Не совсема удовлетворена.Будем работать!
1;1202;П3.1;08.02.2022;99;681;679;682;0;0;0;8;;;;0;;;;8;;;;
2;261;П3.1;15.02.2022;75;498;497;496;0;0;0;2;;;;0;;;;2;;;;На уроке число заданных вопросов репродуктивного и продуктивного характера было почти поравну. В классе присутствовало 2 человека.  Отвечали оба ученика. Наблюдалось затруднение в ответах на продуктивные вопросы.  В дальнейшем на уроках тщательно продумывать вопросы продуктивного характера, которые предполагают размышления, конструирование нового знания.
3;1315;П3.1;16.02.2022;128;736;735;734;0;0;0;7;;;;0;;;;4;;;;Охватывать вопросами весь класс
4;1172;П3.1;16.02.2022;128;735;736;734;0;0;0;9;;;;0;;;;7;;;;Как можно больше задавать продуктивных вопросов
5;257;П3.1;17.02.2022;75;497;498;496;0;0;0;7;;;;0;;;;7;;;;В какой то степени удовлетворена. Было задано больше репродуктивных вопросов, т.к. это 2 класс. Задавались наводящие вопросы. В дальнейшем больше надо ставить перед учениками продуктивных вопросов для стимулирования мышления ребенка.
6;844;П3.1;21.02.2022;129;752;753;757;0;0;0;8;;;;0;;;;8;;;;Занятие прошло плодотворно, учащиеся работали соответственно своим возможностям, на вопросы предложенные учителем для обсуждения отвечали активно.
7;847;П3.1;21.02.2022;129;753;752;757;0;0;0;8;;;;0;;;;8;;;;На уроке обучающиеся активно участвовали в обсуждении  темы. Учились составлять монолог по наводящим вопросам. Работали в парах и группах.
8;1673;П3.1;24.02.2022;88;573;574;572;0;0;0;6;;;;0;;;;5;;;;Учитель на уроке использовал в большей степени репродуктивные вопросы. Считаю, что нужно увеличивать долю продуктивных вопросов. Учить учеников самим формулировать продуктивные вопросы.
9;1672;П3.1;26.02.2022;88;574;573;572;0;0;0;6;;;;0;;;;6;;;;Во время урока вопросы были заданы всем учащимся. Ребята активно отвечали на все вопросы. Было бы неплохо увеличить долю продуктивных вопросов, но в силу того, что это урок иностранного языка, то, наверное, ребятам иногда бывает сложно сформулировать свои мысли.
10;96;П3.1;01.03.2022;84;565;566;564;0;0;0;4;;;;0;;;;4;;;;Да,вполне удолетворена.
11;107;П3.1;01.03.2022;84;566;565;564;0;0;0;9;;;;0;;;;7;;;;Не удовлетворена. Необходимо повысить колличество продуктивных вопросов. Использовать новые приёмы для того, чтобы учащиеся учились понимать, применять знания,анализировать, синтезировать и оценивать.
12;193;П3.1;02.03.2022;111;801;802;792;0;0;0;20;;;;0;;;;14;;;;Полностью удовлетворена. Репродуктивных вопросов больше, что соответствует теме урока. Вопросы адекватно подобраны по типу и темпу урока. Если прогнозировать 2-3 уроки по теме, то на следующий урок можно ставить больше продуктивных вопросов.
13;200;П3.1;03.03.2022;111;802;801;792;0;0;0;20;;;;0;;;;13;;;;Я удовлетворена работой коллеги, вопросы подобраны адекватно типу и теме урока. Количество репродуктивных и продуктивных вопросов соответствует целе урока. На 2-3 уроке по изучаемой теме можно добавить количество продуктивных вопросов.
14;1213;П3.1;04.03.2022;103;805;804;806;0;0;0;10;;;;0;;;;0;;;; Не удовлетворены.  Создать ситуацию успеха для слабых учеников , через смену видов деятельности на уроке
15;809;П3.1;09.03.2022;100;685;684;686;0;0;0;10;;;;0;;;;10;;;;Уроком удовлетворена, но если бы я вела урок, то изменила бы ход: после изготовления яхты, спросила про специальности, которые используются в водном транспорте, а не наоборот. Учащиеся обдуманно отвечали на уроке. Цель была достигнута.
16;811;П3.1;10.03.2022;100;687;688;689;0;0;0;18;;;;0;;;;17;;;;В ответах на вопросы задействовано было 90% обучающихся. Не все ребята давали полный ответ. Возможно, нужно увеличить время на размышление или попробовать давать больше продуктивных заданий.
17;342;П3.1;10.03.2022;99;680;678;674;0;0;0;5;;;;0;;;;5;;;;Урок продуман. Вопросы подобраны правильно. Учитель требует развернутые ответы.
18;245;П3.1;10.03.2022;114;818;823;819;0;0;0;2;;;;0;;;;2;;;;Не совсем удовлетворена. Надо формулировать продуктивные вопросы. Это моя цель. Постараюсь её  достичь. Мне кажется,знаю как.
19;250;П3.1;10.03.2022;114;823;818;819;0;0;0;2;;;;0;;;;2;;;;Не вполне удовлетворена. Нужно больше задавать продуктивных вопросов. Ставлю цель — самой различать где вопрос репродуктивный,а где продуктивный,тогда и вопросов ,развивающих мыслительную деятельность учеников,будет больше. Понимаю,как её достичь- обдумывать вопросы.
20;804;П3.1;11.03.2022;100;688;687;689;0;0;0;18;;;;0;;;;18;;;;Каждый обучающийся показал свои знания по теме урока (обобщение). При ответах были допущены ошибки, во время ответа использовали технологические карты, кластер.
21;347;П3.1;11.03.2022;99;678;680;674;0;0;0;5;;;;0;;;;5;;;;Урок прошел в темпе,  ответы интересные полные. Вопросы разнообразные. Ребята были активны.
22;902;П3.1;14.03.2022;114;821;820;819;0;0;0;3;;;;0;;;;3;;;;Не совсем удовлетворена. Нужно увеличить задания продуктивного характера. Цель мне сформулировать трудно,так как считаю, что хорошо владею данной компетенцией
23;239;П3.1;14.03.2022;114;820;821;819;0;0;0;2;;;;0;;;;2;;;;Частично довольна. Да,изменения нужны. Нужно задавать больше продуктивных вопросов. При подготовке к уроку обратить  внимание на то, чтобы увеличить количество продуктивных вопросов. Как достичь цели понимаю и учту в своей дальнейшей работе
24;818;П3.1;15.03.2022;133;726;725;724;0;0;0;6;;;;0;;;;6;;;;Уроком удовлетворены. Учащиеся с работой справились, поставленных целий достигли.
25;747;П3.1;22.03.2022;121;905;906;909;0;0;0;18;;;;0;;;;9;;;;Уроком удовлетворена, но считаю, что процент продуктивных вопросов должен быть выше.  Необходимо более детально продумывать вопросы к каждому уроку. 
26;857;П3.1;28.03.2022;129;755;756;754;0;0;0;13;;;;0;;;;11;;;;Вопрос усложняется после того, как ученик дает правильный ответ. Работу нужно начинать с продуктивных ответов.
27;863;П3.1;29.03.2022;129;758;759;751;0;0;0;12;;;;0;;;;12;;;;Нет продуктивных вопросов, так как это первый класс, урок математики. Следует обратить внимание на продуктивные вопросы, вводить на уроках.
28;1290;П3.1;30.03.2022;111;798;797;790;0;0;0;25;;;;0;;;;25;;;;
29;1291;П3.1;30.03.2022;111;797;798;790;0;0;0;17;;;;0;;;;17;;;;
30;629;П3.1;30.03.2022;74;490;489;488;0;0;0;17;;;;0;;;;10;;;;Выбранная структура урока была рациональна для решения поставленных задач. Этапы урока логически взаимосвязаны между собой. Учебное время на уроке использовалось эффективно, запланированный объем урока выполнен. Интенсивность урока была оптимальной с учетом физических и психологических особенностей детей.
31;886;П3.1;30.03.2022;123;838;839;837;0;0;0;9;;;;0;;;;9;;;;Полученной информацией довольна. Считаю, что количество продуктивных и репродуктивных вопросов зависит от типа урока.
32;893;П3.1;30.03.2022;123;839;838;837;0;0;0;9;;;;0;;;;8;;;;Работой довольны. Изменить на данном этапе ничего не хотелось бы.
33;852;П3.1;31.03.2022;129;756;755;754;0;0;0;13;;;;0;;;;11;;;;Нужно, я думаю, больше задавать продуктивных вопросов. Они дают ребенку подумать самому. В тоже время, вопросы должны быть конкретными. 
34;869;П3.1;31.03.2022;129;759;758;751;0;0;0;7;;;;0;;;;7;;;;На уроке использовался информативный текст, а не художественный, поэтому преобладают репродуктивные вопросы.
35;310;П3.1;04.04.2022;112;785;786;779;0;0;0;27;;;;0;;;;22;;;;Данным уроком удовлетворены, высокая мотивация работы на уроке. Репродуктивные ответы сформулированы как основа репродуктивных вопросов. Репродуктивные вопросы задавались с целью рефлексии урока
36;582;П3.1;04.04.2022;131;749;746;747;0;0;0;7;;;;0;;;;7;;;;Все учащиеся были охвачены работой.
37;921;П3.1;04.04.2022;101;653;654;650;0;0;0;19;;;;0;;;;16;;;;Уроком я вполне довольна. Но думаю, что вопросов можно было сделать поменьше. 
38;778;П3.1;05.04.2022;126;898;897;893;0;0;0;13;;;;0;;;;13;;;;Уроком полностью удовлетворена.Учитель использовал продуктивные и репродуктивные вопросы,  все дети были задействованы, как сильные, так и слабые.
39;625;П3.1;05.04.2022;74;489;490;488;0;0;0;14;;;;0;;;;14;;;;Материал изложен в соответствии с программными требованиями, а на определенных этапах применены надпрограммные, расширяющие кругозор учащихся, требования.На уроке использовались разные формы работы. Была и письменная, и устная работа. 
40;303;П3.1;06.04.2022;79;533;534;532;0;0;0;11;;;;0;;;;7;;;;Удалось просмотреть соотношение вопросов: продуктивных было  меньше, чем репродуктивных. Репродуктивные вопросы использовались в основном для проверки знаний учеников.  Хотелось бы, чтобы продуктивных вопросов проблемно-поискового характера  использовалось  на уроке больше.  Чтобы этого достичь, нужно пересмотреть цели построения урока  учителем  планируемые результаты и научиться формулировать продуктивные вопросы.
41;1729;П3.1;06.04.2022;79;534;533;532;0;0;0;12;;;;0;;;;6;;;;Удалось просмотреть соотношение вопросов: продуктивных было  меньше, чем репродуктивных. Репродуктивные вопросы использовались в основном для проверки знаний учеников.  Хотелось бы, чтобы продуктивных вопросов проблемно-поискового характера  использовалось  на уроке больше.  Чтобы этого достичь, нужно пересмотреть цели построения урока  учителем  планируемые результаты и научиться формулировать продуктивные вопросы.
42;1014;П3.1;06.04.2022;85;569;570;568;0;0;0;8;;;;0;;;;7;;;;Работа на уроке сформирована так, что дети  чувствовали себя уверенно. И отвечали на вопросы не боясь ошибиться  
