;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;1667;П1.3;09.02.2022;82;539;540;538;0;0;0;10;4;3;3;;11;6;6;;4;3;3;В целом удовлетворение получено. Но необходимо больше уделять внимание средним и слабым.
1;1293;П1.3;10.02.2022;82;540;539;538;0;0;0;12;3;6;3;;6;6;5;;3;6;3;Удовлетворние было получено. Сделать слабых и средних мишенями
2;1303;П1.3;10.02.2022;96;625;624;623;0;0;0;6;2;2;2;;0;0;0;;2;2;2;активизация , т.к.урок проводился в форме игры
3;1241;П1.3;10.02.2022;94;601;600;599;0;0;0;9;5;2;2;;0;0;0;;5;2;2;активизация , т.к.урок проводился в форме игры
4;1304;П1.3;11.02.2022;96;624;625;623;0;0;0;6;3;2;1;;0;0;0;;3;2;1;понаблюдать еще раз за мишеньями
5;1243;П1.3;11.02.2022;94;600;601;599;0;0;0;11;4;5;2;;0;0;0;;4;5;2;понаблюдать еще раз за мишеньями
6;1537;П1.3;15.02.2022;90;636;637;635;0;0;0;6;1;2;3;;0;0;0;;1;2;3;"На уроке учителя решили понаблюдать за 3"" мишенями"". Кроме Вики и Вадима выбрали ещё Таню, потому что часто пассивна на некоторых уроках. Проявляет активность только на тех предметах, которые ""пригодятся в будущем"".Из плана класса видно, что на уроке истории она была менее активна, чем другие. Решили ещё понаблюдать за мишенями."
7;1281;П1.3;15.02.2022;83;561;562;560;0;0;0;6;2;2;2;;0;0;0;;2;2;2;Результатами работы удовлеворены
8;1282;П1.3;16.02.2022;83;562;561;560;0;0;0;8;2;2;4;;0;0;0;;2;2;4;"Атмосферой на уроке удовлетворены, но нужно ещё поработать с ""мишенями"""
9;1283;П1.3;16.02.2022;84;565;566;564;0;0;0;4;2;0;2;;0;0;0;;2;0;2;По моему мнению нужно изменить подход к предоставлению информации на уроке.Уделять внимание слабым ученикам,но не забывать удерживать внимание сильных,чтобы те не потеряли интрес к учебной деятельности.
10;1284;П1.3;16.02.2022;84;566;565;564;0;0;0;5;1;2;2;;0;0;0;;1;2;2;Не удовлетворена. Очень много уделяю внимания не на объяснение нового материала, а на то, чтобы настроить их на работу. Цель: развивать навыки самоорганизации. Каким образом:учить правильно  пользоваться  учебными                                                                    принадлежностями,  учить понимать  учебную  задачу, учить  работать  в  заданном  темпе. учить проверять  работу  по  образцу.  Соблюдать  правильную  осанку. 4.4. Организовать  свое  рабочее  место.
11;1222;П1.3;16.02.2022;90;637;636;635;0;0;0;6;1;2;3;;0;0;0;;1;2;3;Считаю, что нужно посмотреть за мишенями во время работы в группе.
