;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;561;П7.1;13.04.2022;107;697;695;696;0;0;0;4;;;;0;;;;4;;;;Результатом огорчена, Предполагала, что моя речь займет на уроке процентов 30-35. Уменьшить время своей речи, как достичь понимаю.
1;565;П7.1;13.04.2022;107;695;697;696;0;0;0;4;;;;0;;;;4;;;;Удовлетворена частично. Необхлдимо снизить свою активность. Ограничить время объяснения материала. Понимаю
2;986;П7.1;23.04.2022;104;618;617;616;0;0;0;5;;;;0;;;;5;;;;Своей работой удовлетворена. Время на  высказывания  детям давала больше. Детям было интересно.Ребята активно работали на уроке. 
3;877;П7.1;26.04.2022;96;625;624;623;0;0;0;7;;;;0;;;;5;;;;В целом удовлетворена. Хотелось, бы меньше времени тратить на свою речь, а больше слушать детей.
4;214;П7.1;26.04.2022;82;539;540;538;0;0;0;10;;;;0;;;;5;;;;В целом удовлетворена. Хотелось, бы меньше времени тратить на свою речь, а больше слушать детей.
5;990;П7.1;26.04.2022;104;621;620;619;0;0;0;6;;;;0;;;;6;;;;В целом удовлетворена. Хотелось, бы меньше времени тратить на свою речь, а больше слушать детей.
6;881;П7.1;27.04.2022;96;624;625;623;0;0;0;6;;;;0;;;;4;;;;Своей работой удовлетворена. Больше давала высказаться детям. Детям было интересно слушать друг друга.
7;209;П7.1;27.04.2022;82;540;539;538;0;0;0;10;;;;0;;;;6;;;;Своей работой удовлетворена. Больше давала высказаться детям. Детям было интересно слушать друг друга.
8;397;П7.1;04.05.2022;111;796;795;794;0;0;0;17;;;;0;;;;16;;;;"Обучающий урок литературного чтения:""Саша-дразнилка"". Работа с текстом. Нахождение основной мысли рассказа, определение темы текста, подготовка к пересказу по картинке. Уроком удовлетворена. Считаю, что урок- это совместная деятельность педагога и детей, а не преобладающая роль учителя(как в традиционной школе)."
9;399;П7.1;04.05.2022;111;795;796;794;0;0;0;18;;;;0;;;;18;;;;"Урок чтения в 1 классе. Тема:""Помощник"" М.Пляцковский. Работа с текстом. Урок обучающий. Нахождение основной мысли рассказа, определение темы текста, чтение по ролям, нахождение главных действующих лиц в рассказе. Обсуждение поступков героев. Перенесите их на детский коллектив. Я на первоначальном обучающем этапе затрачиваю больше времени на собственное объяснение. На последующих уроках время сокращается по мере понимания детьми целей."
10;1728;П7.1;17.05.2022;112;784;783;777;0;0;0;28;;;;0;;;;15;;;;Время речи педагога зависит от много. Больше времени занимает объяснение нового материала и рефлексия. На уроке бывает индивидуальное объяснение, а так же диалог с учеником, который работает у доски.  Поэтому коллегам трудно сравнивать и анализировать данное действие. Однозначно, что в 1-2 классах учитель говорит больше, в 3-4 классах надо приоритет давать ученикам.
11;1725;П7.1;18.05.2022;128;735;736;734;0;0;0;10;;;;0;;;;8;;;;
12;1724;П7.1;19.05.2022;128;736;735;734;0;0;0;6;;;;0;;;;5;;;;
13;1727;П7.1;24.05.2022;112;783;784;777;0;0;0;21;;;;0;;;;12;;;;Учителю следует строить вопросы так, чтобы на уроке дети больше говорили. Готовить наводящие вопросы. Голос должен быть более спокойным и тихим, при громкой и взволнованно речи дети ведут себя возбуждённо. Использовать для первоклассников больше игровых моментов для того, чтобы обучающиеся всем классом включались в учебный процесс.
14;2552;П7.1;20.09.2022;91;643;644;640;5;3;3;3;;;;31;;;;3;;;;Я знаю, что иногда увлекаюсь и много говорю за детей, не могу подождать их ответа. Над этим и нужно работать - давать детям больше времени на обдумывание.
15;2202;П7.1;03.10.2022;119;852;853;851;0;2;3;22;;;;13;;;;9;;;;
16;2304;П7.1;04.10.2022;114;823;818;819;3;2;3;3;;;;11;;;;3;;;;Уроком не совсем удовлетворена. По данным протокола видно,что время речи педагога уменьшилось  незначительно. Говорю почти полурока.Буду обращать больше внимания на эту компетенцию. Понимаю,что надо увеличить количество ответов и время речи учеников. На следующих уроках обязательно увеличу время речи детей
17;2288;П7.1;06.10.2022;114;818;823;819;3;4;2;3;;;;23;;;;3;;;;Уроком удовлетворена. Речь учеников занимает на уроке большую часть времени. Дети стараются давать порлные ответы. За счёт этого время их речи увеличивается. Стараются следовать Правилам речи.Даю ученикам возможность обдумать вопрос,сформулировать ответ
