;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;162;П6.2;13.04.2022;111;796;795;794;0;0;0;19;6;8;5;;0;0;0;19;6;8;5;"Уроком удовлетворена. Продолжаем работу над построением правильного полного ответа. Получается у всех по-разному:кому-то ещё нужна помощь при построении ответа, а кто-то из детей уже умеет правильно подбирать слова по смыслу(""я уверен…"" или ""я предпологаю..."")"
1;166;П6.2;13.04.2022;111;795;796;794;0;0;0;19;7;10;2;;0;0;0;19;7;10;2;"Продолжаю работать над формированием у учащихся полных ответов по алгоритму. Так как первый класс, не у всех получается сразу соблюдать ""правила речи"". Нужно время для отработки этого умения. Уроком удовлетворена. "
2;426;П6.2;10.05.2022;98;632;633;631;0;0;0;3;0;2;1;;0;0;0;3;0;2;1;Я удовлетворен уроком, менять не нужно  ничего, все ученики были в зоне внимания и активно работали.Моя цель : достичь постоянной включенности учеников на уроке.
3;1613;П6.2;11.05.2022;100;687;688;689;0;0;0;18;6;8;4;;0;0;0;15;6;7;2;Удовлетворена частично. Использовать такие приёмы развития речи, которые помогут усвоить литературные языковые нормы, развивать культуру речи, навыки чтения и письма. Развитие речи должно быть комплексным и включать работу в разных направлениях: чтение вслух, сочинение, изложение, работа с картинками, перессказы, описание предметов, явлений.
4;1209;П6.2;11.05.2022;128;735;736;734;0;0;0;9;4;3;2;;0;0;0;8;4;3;1;
5;1207;П6.2;12.05.2022;128;736;735;734;0;0;0;7;2;1;4;;0;0;0;6;2;1;3;
6;400;П6.2;18.05.2022;111;801;802;792;0;0;0;18;7;6;5;;0;0;0;12;6;3;3;Удовлетворена не полностью. Нужно регулярно использовать данный прием. Цель: увеличения количества обучающихся, воспринимающих алгоритм ответа с использованием визуализированного ряда.
7;445;П6.2;18.05.2022;92;585;586;584;0;0;0;10;3;4;3;;0;0;0;9;3;4;2;Усилить работу, чтобы достичь более качественных ответов.
8;447;П6.2;18.05.2022;111;802;801;792;0;0;0;18;7;5;6;;0;0;0;11;5;3;3;Удовлетворена. Планирую регулярно на уроках использовать данный прием с целью увеличения количества обучающихся, воспринимающих алгоритм ответа, с использованием визуализированного ряда.
9;1614;П6.2;23.05.2022;74;490;489;488;0;0;0;15;5;7;3;;0;0;0;13;4;5;2;Уроком осталась довольно. Атмосфера позитивная, учитель настроен конкретно на каждого обучающегося. Дети знают тактику ответа, принцип выполнения заданий. Обратная связь получилась плодотворной, тесно взаимосвязанной.
10;442;П6.2;23.05.2022;92;586;585;584;0;0;0;10;3;4;3;;0;0;0;10;3;4;3;Отработат навыки с мишенями.
11;396;П6.2;25.05.2022;111;796;795;794;0;0;0;22;7;10;5;;0;0;0;22;7;10;5;"Уроком удовлетворена. Продолжаем работу над построением правильного полного ответа. Получается у всех по-разному:кому-то ещё нужна помощь при построении ответа, а кто-то из детей уже умеет правильно подбирать слова по смыслу(""я уверен…"" или ""я предпологаю..."")"
12;398;П6.2;25.05.2022;111;795;796;794;0;0;0;23;7;13;3;;0;0;0;23;7;13;3;"Уроком удовлетворена. Обучающиеся ""сильного"" и ""слабого"" уровня стали лучше отвечать, давать полные ответы. Собучающимися ""слабого"" уровня ещё планирую работать над этим умением, так как не получается сразу следовать алгоритму ответа. Но небольшая положительная динамика  наблюдается."
13;1112;П6.2;28.05.2022;74;489;490;488;0;0;0;13;3;6;4;;0;0;0;9;3;5;3;Урок прошел хорошо! Все дети были охвачены вниманием педагога! У всех была возможность отечать на вопросы, повышать отметки на свои ответы..
14;1859;П6.2;12.09.2022;121;942;905;909;0;0;0;11;4;3;4;;0;0;0;6;4;1;1;Уроком удовлетворена. Задействовать при ответах больше обучающихся. Переформулировать вопрос, если возникают трудности при ответах.
15;2028;П6.2;13.09.2022;122;925;924;923;0;0;0;9;5;3;1;;0;0;0;9;5;3;1;Урок в целом прошел динамично, с хорошей обратной связью. Ребята включены в процесс, стараются ответить по форме, много размышляют, а сколько выдают примеров из обычной жизни. По результатам проверенного урока, нахожу сложным выделения большего количество времени на формирование устной речи каждого ребенка.
16;2063;П6.2;17.09.2022;98;632;633;631;0;0;0;3;1;2;0;;0;0;0;3;1;2;0;Я удовлетворен уроком, менять не нужно  ничего, все ученики были в зоне внимания и активно работали.Моя цель : достичь постоянной включенности учеников на уроке.
17;2083;П6.2;19.09.2022;92;586;585;584;0;0;0;8;3;3;2;;0;0;0;8;3;3;2;Частично удовлетворена. Сделать больше наглядных таблиц.
18;1858;П6.2;22.09.2022;121;905;942;909;0;0;0;8;0;4;4;;0;0;0;6;0;4;2;Проведённым уроком удовлетворена. Необходимо перед ответом слабым учащимся давать образец ответа — спрашивать сильных учеников.
19;1854;П6.2;23.09.2022;121;907;908;911;0;0;0;14;5;6;3;;0;0;0;7;2;4;1;Удовлетворена.
