;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;1582;П6.3;16.03.2022;82;540;539;538;0;0;0;12;2;3;7;;0;0;0;6;2;2;2;Удовлетворение было получено. Цель научить детей отвечать на вопрос полным ответом с повторением заданного вопроса.
1;1583;П6.3;17.03.2022;82;539;540;538;0;0;0;10;2;4;4;;0;0;0;8;2;4;2;"В целом удоввлетворена. Цель научить детей при полном ответе чаще использовать местоимение ""Я"""
2;163;П6.3;27.04.2022;111;796;795;794;0;0;0;18;7;6;5;;0;0;0;18;7;6;5;Уроком удовлетворена, большинство детей уже старается правильно формулировать свой ответ. Некоторые уже не смотрят для этого на алгоритм. 
3;167;П6.3;27.04.2022;111;795;796;794;0;0;0;20;7;11;2;;0;0;0;17;6;9;1;"Уроком удовлетворена. Ребята (мишени) из разряда ""средние"" перешли в разряд ""сильные"". Амалия М. (мишень 1) с начала работы Кураторской методики показала постепенный рост из ""слабых "" в ""средние"" и на настоящем моменте она в ""сильных"". Лиана (мишень 2) из ""средних"" перешла в ""сильные"". Девочки строят ответ по алгоритму, используют доказательсвтва и приводят аргументы в правильность своего собственного суждения. Всегда активны на протяжении всего урока. Позитивно настроены. улучшают свой собственный результат из урока в урок."
4;428;П6.3;05.05.2022;98;633;632;631;0;0;0;3;0;1;2;;0;0;0;3;0;1;2;Урок прошел в режиме активной работы. Михаил в начале урока испытал напряжение от усиленного внимания, но затем освоился, работал хорошо,  Сергей  работал  интенсивно, результативно. Цель  достигнута.
5;514;П6.3;11.05.2022;117;771;770;773;0;0;0;26;3;17;6;;0;0;0;12;3;6;3;"Работой удовлетворена. Нужно обдумать, каким образом научить детей брать на себя ответственность за ответ, пользоваться правилом ""Я""."
6;1578;П6.3;11.05.2022;117;770;771;773;0;0;0;0;4;11;2;;0;0;0;9;4;3;2;"Работой полностью удовлетворена. Но не все дети, даже этого возраста умеют пользоваться правилом ""Я"" и брать на себя личную ответственность."
7;1065;П6.3;18.05.2022;100;688;687;689;0;0;0;18;6;8;4;;0;0;0;11;5;4;2;"Частично удовлетворена. Активно работают ""сильные"" ребята, слабые же пытаются отсидеться, спрятаться за других. Их ответы односложны. В дальнейшем следует продумать такие задания, которые будут способствовать мотивации и активизации ребят."
8;1068;П6.3;20.05.2022;100;687;688;689;0;0;0;18;6;8;4;;0;0;0;11;5;5;1;Удовлетворена частично. Считаю необходимым продолжить работу над формированием как устной, так и письменной речи.
9;1077;П6.3;25.05.2022;92;585;586;584;0;0;0;8;3;4;1;;0;0;0;8;3;4;1;Правила речи буду в дальнейшем использовать на уроках.
10;446;П6.3;26.05.2022;111;801;802;792;0;0;0;21;7;6;8;;0;0;0;11;6;4;1;Удовлетворена частично. Хватило настойчивости и терпения для выполнения задуманного. Можно упрощать для некоторых категорий детей вопросы на начальном этапе.
11;448;П6.3;26.05.2022;111;802;801;792;0;0;0;20;7;6;7;;0;0;0;14;6;6;2;В целом удовлетворена, но нужна доработка структуры урока. Возникают вопросы по распределению времени на уроке.
12;443;П6.3;30.05.2022;92;586;585;584;0;0;0;8;2;4;2;;0;0;0;8;2;4;2;"Продолжать работус мишенями, отрабатывая навыки ""Правила речи""."
13;1862;П6.3;15.09.2022;121;905;942;909;0;0;0;8;0;4;4;;0;0;0;4;0;3;1;Проведённым уроком удовлетворена. Необходимо перед ответом слабым учащимся давать образец ответа — спрашивать сильных учеников.
14;1855;П6.3;27.09.2022;121;907;908;911;0;0;0;8;3;2;3;;0;0;0;5;2;2;1;Удовлетворена
15;1852;П6.3;29.09.2022;121;903;941;910;0;0;0;17;5;4;8;;0;0;0;14;5;4;5;Возраст наблюдаемых учеников 13-14 лет, за 6-7 лет обучение у них сформировался стойкий тип поведения, который сложно поддаётся коррекции. Но учитель даёт шанс снова и снова выполняя требования к уроку. Добиться цели по овладению учебными навыками, саморганизацией и т.п. нужно всем педагогам на всех уроках с первого класса при поддержке социального педагога, педагога-психолога, желательно, дефектолога. ПРи инклюзивном образовании школа не может дать равных возможностей. 
16;2581;П6.3;04.10.2022;102;656;657;658;9;3;3;0;0;1;1;;0;9;7;0;0;1;1;Дети не всегда быстро и правильно формулируют ответ на вопрос. Приходится вопрос вначале ставить краткий, т.е односложный, потом вопрос сложнее. Класс не сильный, слабоватый, поэтому что бы добиться правильного полного ответа приходится долго работать над этим.
17;2753;П6.3;15.10.2022;95;606;607;605;7;3;2;0;1;1;1;;5;4;5;0;1;1;1;Порадовал слабый ребенок, так как плодотворно и упорно работал. Средний ребенок, сначала показалось, что выпал из процесса, но потом включился в работу.  Думаю, что главное сейчас сохранить такой темп работы.
18;2574;П6.3;17.10.2022;101;654;954;650;6;4;1;0;4;9;2;;10;17;6;0;3;8;2;Считаю, что выполнил посьавленные цели
19;2570;П6.3;19.10.2022;101;954;654;650;7;4;3;0;3;10;4;;7;18;1;0;2;9;2;Думаю, следует искать подход к детям .
20;2193;П6.3;20.10.2022;119;853;852;851;0;2;3;0;8;10;5;;10;6;0;0;8;8;1;Удовлетворен на 50% , наверное, были промахи у меня прежде всего в некорректности некоторых вопросов, которые были , возможно трудны для осмысления учащимися
21;2450;П6.3;20.10.2022;122;922;921;920;0;0;0;7;2;3;2;;0;0;0;7;2;3;2;Считаю, что нежелание учащихся отвечать на уроках – это стало уже привычкой молчать и боязнь получить отрицательную оценку. Важно преодолеть этот барьер. Вселить уверенность в учащихся в свои возможности и в необходимость звучания слов на уроках. Это моя цель. А ещё научить учащихся говорить красиво и понятно формулировать свои мысли. А для этого надо терпеливо, на примерах сравнения, показать, как  разные слова могут приобретать иной смысл. Ох, где же взять на это время? Надо пересматривать, и, наверное, многое менять в методике преподавания. 
22;2548;П6.3;25.10.2022;96;624;625;623;7;4;2;0;2;4;1;;4;5;1;0;2;4;1;Ксилить работу над правилами речи со слабомотивирующими детьми
23;2464;П6.3;25.10.2022;81;529;527;525;4;3;3;0;0;4;3;;0;27;14;0;0;4;3;Не всем детям удается формулирование правильно простроенного ответа. При постоянном использовании данной методики на уроках можно будет значительно повысить эти показатели и достичь положительного результата.
24;2578;П6.3;27.10.2022;101;652;651;649;4;4;1;0;9;7;3;;14;9;5;0;9;5;3;"Ердякова С.В.: Компетенцией ""Правила речи"" удовлетворена. Ребята старались давать развернутые ответы. Планирую использовать разнообразные формы для дальнейшего развития компетенции. Мишень 1 (Инга), несмотря на то, что может дать ошибочный ответ, часто поднимает руку и старается ответить. Мишень 2 (Павел) имеет низкую успеваемость, часто отвлекается, но все же ориентируется в образовательном процессе, не отмалчивается, дает ответ на поставленный вопрос, хоть и частично верный."
25;2504;П6.3;27.10.2022;92;585;586;584;7;3;3;0;3;3;2;;5;6;1;0;3;3;1;Усилить работу над правилами речи с детьми слабо мотивированными. 
