;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;1164;П2.2;09.02.2022;128;736;735;734;0;0;0;7;2;1;4;21;0;0;0;6;2;1;3;Время для размышлений для каждой группы различается. Учитель спрашивает не только тех, кто поднимет руку.
1;598;П2.2;10.02.2022;119;855;856;854;0;0;0;11;2;4;5;37;0;0;0;11;6;14;17;Дети работают на уроке все, отвечают на вопросы учителя. Тема урокасвязана с повторением изученного материала, поэтому учащиеся отвечают быстро.  Добиваться от слабых учащихся меньшего времени на размышление. Оно во многом зависит от сложности поставленного вопроса.
2;596;П2.2;11.02.2022;119;856;855;854;0;0;0;3;0;1;2;17;0;0;0;3;0;1;2;По-разному формулировать задаваемые вопросы, чтобы учащимся было более понятно о чем их спрашивают. Во многом время на размышление учащихся зависит от темы урока и сути вопроса
3;840;П2.2;21.02.2022;105;670;671;672;0;0;0;3;1;1;1;7;0;0;0;3;1;1;1;На уроке отвечали все ученики, всех групп. Время для раздумий у всех разное по объему. Сильный ученик отвечал практически не задумываясь, а слабый даже после длительного раздумья не смог ответить на все вопросы. 
4;219;П2.2;21.02.2022;105;671;670;672;0;0;0;9;3;3;3;8;0;0;0;6;2;2;2;Получились интересные результаты: по одному ребенку из каждой группы не принимали участие в опросе. Как и ожидалось слабым учащимя надо больше времени на размышление, и педагог давал им это время.Сравнивая два протокола видно, что один ученик не был опрошен в течени этих двух уроков. Для детального  наблюдения решили ещё раз в следующем месяце использовать протоколы распеределения внимания. 
5;95;П2.2;22.02.2022;84;565;566;564;0;0;0;4;1;0;3;30;0;0;0;4;1;0;3;Думаю,стоит давать больше времени на ответ некоторым слабым ученикам.
6;106;П2.2;22.02.2022;84;566;565;564;0;0;0;7;1;3;3;50;0;0;0;7;1;3;3;Удовлетворена. Слабым ученикам отводилось намного больше времени, чем сильным. 
7;862;П2.2;01.03.2022;129;758;759;751;0;0;0;10;2;5;3;76;0;0;0;10;2;5;3;Не получилось достигнуть отметки 6 секунд. Согласна, что время для размышления следует увеличить особенно для детей средней группы.
8;682;П2.2;01.03.2022;80;544;545;543;0;0;0;13;4;4;5;17;0;0;0;13;4;4;5;"Подтянуть ""желтых"" к уровню ""зеленых"". Для ""желтых"" уменьшать время на обдумывание."
9;685;П2.2;01.03.2022;80;545;544;543;0;0;0;10;2;5;3;13;0;0;0;10;2;5;3;Сокращать время на ответ на простые вопросы. Подтягивать слабых к средним учащимся.
10;1688;П2.2;02.03.2022;90;637;636;635;0;0;0;6;1;2;3;47;0;0;0;6;1;2;3;Удовлетворена. Стараюсь на каждом уроке давать необходимое для размышления время каждому ученику, учитывать их возможности.
11;851;П2.2;02.03.2022;129;756;755;754;0;0;0;14;5;4;5;54;0;0;0;13;5;4;3;Необходимо увеличить время на обдумывание средним и слабым ученикам.
12;856;П2.2;03.03.2022;129;755;756;754;0;0;0;14;5;4;5;27;0;0;0;13;5;3;5;Средним и слабым учащимся нужно добавить больше времени на размышление.
