;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;1143;П4.1;03.02.2022;130;765;766;764;0;0;0;2;;;;0;;;;2;;;;урок русского языка в 10 классе. Я думаю, что прошел урок хорошо, двое моих деток молодцы, отвечали. Чуть-чуть самостоятельности.Надо продумать некоторые моменты для этого.
1;1140;П4.1;04.02.2022;130;762;763;760;0;0;0;5;;;;0;;;;5;;;;урок биологии в 9 классе. Уроком доволен, но всегда есть над чем поработать. Хотелось бы, чтобы дети были активнее. Над этим как раз работаю.
2;1166;П4.1;24.02.2022;128;736;735;734;0;0;0;7;;;;0;;;;6;;;;Находить за что можно похвалить ученика
3;1174;П4.1;24.02.2022;128;735;736;734;0;0;0;7;;;;0;;;;7;;;;Чаще хвалить детей за успехи
4;1677;П4.1;28.02.2022;92;586;585;584;0;0;0;10;;;;0;;;;10;;;;Не совсем удовлетворена.Увидела недостатки.Цель: увеличить количество полных реакций. Понимаю,как достичь цель
5;1678;П4.1;02.03.2022;92;585;586;584;0;0;0;10;;;;0;;;;10;;;;Я удовлетворена, у меня всё получилось.
6;258;П4.1;03.03.2022;75;497;498;496;0;0;0;6;;;;0;;;;6;;;;удовлетворен полностью. Для своих уроков я хотел бы использовать не только слова для похвалы, но и какие то небольшие поощрительные награды (наклейки, рисунки смайлов и т.п.). 
7;263;П4.1;03.03.2022;75;498;497;496;0;0;0;3;;;;0;;;;3;;;;Получил удовольствие от урока, очень приятно видеть, что после похвалы, ребёнок становится более активным, раскрепащенным. Понял, что мало даю оценки ответам учащихся. В дальнейшем в своей работе с моей стороны будет больше конкретной похвалы учащимся.
8;213;П4.1;10.03.2022;82;539;540;538;0;0;0;10;;;;0;;;;5;;;; В целом удовлетворена. Никогда не оставляю ответ ученика без внимания, Стараюсь найти положительное в каждом ответе. 
9;208;П4.1;11.03.2022;82;540;539;538;0;0;0;10;;;;0;;;;4;;;;В целом удовлетворена. Цель: Разнообразить получения знаний с помощью онлайн -сервис.
10;98;П4.1;16.03.2022;84;565;566;564;0;0;0;5;;;;0;;;;5;;;;Нужно проявлять больше полных реакций 
11;109;П4.1;16.03.2022;84;566;565;564;0;0;0;9;;;;0;;;;9;;;;Не удовлетворена. Необходимо увеличить процент полных реакций.Использовать стикеры для заметок, научить обучающихся давать обратную связь друг другу.
12;531;П4.1;23.03.2022;133;728;729;727;0;0;0;11;;;;0;;;;6;;;;Уроком удовлетворена. Цель урока была достигнута.
