;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;744;П2.1;10.02.2022;121;905;906;909;0;0;0;10;;;;30;;;;0;;;;Проведённым уроком удовлетворена. Слабым учащимся времени на размышления требуется больше. На следующих уроках данным учащимся стоит увеличить время для размышлений. Таким ребятам можно задавать наводящие вопросы, которые подтолкнут их к правильному ответу. 
1;218;П2.1;15.02.2022;105;671;670;672;0;0;0;9;;;;7;;;;0;;;;При посещении урока увидела, что учитель дает время детям, чтобы они обдумали ответ на вопрос. Но не все дети были опрошены. Поставить цел: при опросе привлекать все детей к работе.
2;839;П2.1;15.02.2022;105;670;671;672;0;0;0;3;;;;9;;;;0;;;;Так как, детей в классе мало, опрошены они были не по одному разу.В среднем учитель выдерживал время для обдумывания вопроса.
3;346;П2.1;15.02.2022;99;681;679;682;0;0;0;9;;;;27;;;;0;;;;Учитель задает наводящие вопросы
4;229;П2.1;17.02.2022;70;493;494;492;0;0;0;2;;;;6;;;;0;;;;"Урок ИЗО в 4 классе  по теме ""Искусство народов гор и степей"".  Уроком удовлетворена, ответами детей довольна. Нет монологических ответов, отвечают дети с наводящими вопросами, с подсказками учителя. Нужно учитывать, что это дети  со статусом ОВЗ(ЗПР). И всё же нужно больше давать самостоятельности при ответах."
5;1296;П2.1;21.02.2022;129;755;756;754;0;0;0;8;;;;8;;;;0;;;;
6;737;П2.1;21.02.2022;121;906;905;909;0;0;0;8;;;;14;;;;0;;;;Да, я удовлетворен уроком. Да, нужно сделать акцент на том, чтобы слабым ученикам давать больше время на размышление, чем сильным. Оформить более продуманный дифференциированный подход к распределению времени на обдумывание вопроса на уроке. Да, вполне понимаю, как ее достичь.
7;595;П2.1;22.02.2022;119;853;852;851;0;0;0;25;;;;8;;;;0;;;;Не совсем удовлетворена. Считаю, что нужно вовлекать во фронтальный опрос большее количество обучающихся…
8;1680;П2.1;22.02.2022;129;758;759;751;0;0;0;12;;;;11;;;;0;;;;
9;850;П2.1;24.02.2022;129;756;755;754;0;0;0;8;;;;8;;;;0;;;;Много вопросов учитель задает всему классу, а не конкретным ученикам. 
10;867;П2.1;24.02.2022;129;759;758;751;0;0;0;10;;;;10;;;;0;;;;Не удовлетворена.Нужно увеличить время на размышления.
