;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;345;П1.2;02.02.2022;99;679;681;682;0;0;0;5;2;2;1;;18;14;3;;2;2;1;Больше уделять внимание слабому ученику
1;1171;П1.2;02.02.2022;128;735;736;734;0;0;0;11;4;6;1;;0;0;0;;2;3;0;Учитель наблюдал за выполнением заданий, спрашивал, кому нужна помощь, хвалил за ответы  на вопрос. Необходимо больше уделять внимания слабы м  учащимся.
2;1163;П1.2;03.02.2022;128;736;735;734;0;0;0;7;2;1;4;;0;0;0;;2;1;4;
3;609;П1.2;08.02.2022;90;637;636;635;0;0;0;6;1;2;3;;0;0;0;;1;2;3;Посещённым уроком удовлетворена.Большое внимание учитель уделяет слабым ученикам. Меньше внимания было уделено средним ученикам.Учителем подготовлены дифференцированные задания, но были выявлены пассивные обучающиеся. Цель на будущее: преодолеть пассивность обучающихся. Для этого продумывать перед уроком индивидуальные задания для я, искать подход к каждому.
4;610;П1.2;09.02.2022;90;636;637;635;0;0;0;6;1;2;3;;0;0;0;;1;2;3;Посещением урока удовлетворена. Больше внимания учитель уделил слабым учащимся. Необходимо обратить внимание на дифференциацию и индивидуализацию заданий для учащихся. Это предотвратит пассивность обучающихся.
5;962;П1.2;10.02.2022;98;633;632;631;0;0;0;3;0;1;2;;0;0;0;;0;1;2;Потихоньку включаемся в процесс
6;296;П1.2;14.02.2022;79;534;533;532;0;0;0;11;2;5;4;;0;0;0;;4;7;9;результатом удовлетворен.  Можно развивать другие компетенции. Распределение внимания между тремя группами было равномерное. Все обучающиеся были задействованы в учебной деятельности урока. Цель достигнута.
7;300;П1.2;14.02.2022;79;533;534;532;0;0;0;7;2;2;3;;0;0;0;;2;2;3;результатом удовлетворена. Можно развивать другие компетенции. Учитель распределял свое внимание между тремя группами равномерно. Дискриминации не обнаружено. Цель учителя достигнута. 
8;321;П1.2;14.02.2022;91;641;645;639;0;0;0;4;1;1;2;;11;7;8;;1;2;1;Удовлетворена. Со всеми детьми шларавная работа. Никтоне обделен вниманием. Сильная ученица (Настя) сама поднимала весь урок руку. Остальных большей частью спрашивал учитель, вызывал к доске. Всех хвалила.
9;210;П1.2;14.02.2022;82;539;540;538;0;0;0;9;4;3;2;;15;5;3;;15;5;3;В целом удовлетворенна. Но еще необходимо поработать над данным протоколом
10;94;П1.2;15.02.2022;84;565;566;564;0;0;0;5;2;0;3;;0;0;0;;2;0;3;Цель:равномерно уделять внимание слабым ученикам,но при этом удерживать внимание и интерес сильных учеников к уроку.
11;105;П1.2;15.02.2022;84;566;565;564;0;0;0;5;2;2;1;;0;0;0;;2;2;1;В целом, я удовлетворена. Цель: повысить уровень познавательной деятельности. Каким образом это сделать-проводить уроки разнообразно, интересно, чаще менять виды деятельности.
12;924;П1.2;15.02.2022;101;651;652;649;0;0;0;18;6;8;4;;0;0;0;;4;6;2;"Постникова С.В.: Работой удовлетворена частично, т.к. только 66% обучающихся были в зоне моего внимания. Ситуацию буду стараться исправить. Хотелось бы отметить, что ""мишени"" вошли в число учеников, с которыми велось взаимодействие. "
13;205;П1.2;15.02.2022;82;540;539;538;0;0;0;9;4;3;2;;15;5;3;;15;5;3;В целом удовлетворенна. Но еще необходимо поработать над данным протоколом
14;1000;П1.2;15.02.2022;76;501;502;500;0;0;0;5;1;2;2;;0;0;0;;1;2;2;В ходе урока выяснили, что в зону внимания учителя вовлечены учащиеся всего класса. Уделено меньше внимания слабым учащимся. Цель: распределять внимание на уроке между всеми обучающимися более равномерно. Группе слабых задавать посильные вопросы, чтобы создать зону комфортности
15;1005;П1.2;15.02.2022;76;502;501;500;0;0;0;5;2;1;2;;0;0;0;;2;1;2;"В ходе урока выяснили, что в зоне внимания находились все обучающиеся, но педагог уделяет меньше внимания слабым учащимся.Цель: активизировать работу с группой ""слабые"", уделяя им более пристальное внимание, задавая посильные для них  вопросы, чтобы они имели возможность проявить себя."
16;1147;П1.2;16.02.2022;101;652;651;649;0;0;0;20;9;7;4;;0;0;0;;7;6;3;"Ердякова С.В.: В целом, работой на уроке удовлетворена. Большая часть учеников работали активно, постаралась задействовать каждого ребёнка. Работа с  ""мишенями"" велась на протяжение всего занятия.  "
17;974;П1.2;16.02.2022;132;719;721;720;0;0;0;4;3;1;0;;0;0;0;;0;0;0;Учащиеся данного класса относятся к группе сильных и средних. Работой на уроке удовлетворены. Поставленные цели были достигнуты.
18;918;П1.2;17.02.2022;101;653;654;650;0;0;0;20;5;9;6;;0;0;0;;5;7;5;Куратова Е.Г.: Ожидала чуть большего от ребят, были неактивны на уроке, отвлекались .Я же, в свою очередь, не всех охватила.
19;912;П1.2;18.02.2022;101;654;653;650;0;0;0;16;4;6;6;;0;0;0;;3;5;5;Кокоулин А.С.: Не удовлетворён уроком. Дети работали неплохо, но в каждой группе учеников был ребёнок, которому моего внимания не досталось… Наверное, я увлёкся тем, что 80% класса активно работали, и упустил из виду троих ребят.
20;180;П1.2;18.02.2022;111;800;799;793;0;0;0;19;3;4;2;;0;0;0;;4;3;2;Удовлетворена результатом
21;186;П1.2;18.02.2022;111;799;800;793;0;0;0;16;4;3;2;;0;0;0;;4;3;2;Удовлетворена результатом.
22;714;П1.2;21.02.2022;97;628;629;627;0;0;0;2;0;2;0;;0;0;0;;0;2;0;В  основном я удовлетворена работой класса. В классе 2 ученика и они оба находились в зоне внимания. Цель которую я ставлю перед собой -это постоянная включенность учеников  в урок.
23;1076;П1.2;21.02.2022;133;728;729;727;0;0;0;12;4;7;1;;0;0;0;;4;5;1;В данном классе есть сильные, слабые и средние ученики. Работой на уроке удовлетворены. Поставленные цели были достигнуты.
24;323;П1.2;21.02.2022;91;645;641;639;0;0;0;7;2;4;1;;10;15;3;;2;4;1;Учитель рационально распределил внимание навсем уроке. Ни один ребенок не был выпущен из зоны охвата.
25;640;П1.2;21.02.2022;113;827;826;825;0;0;0;10;4;3;3;;0;0;0;;4;3;3;При решении поставленных задач были учтены все особенности класса через дифференцированную работу (в парах, группах, индивидуально). Все это помогло каждому включиться в работу и видеть свои результаты.
26;1670;П1.2;21.02.2022;113;826;827;825;0;0;0;8;2;3;3;;0;0;0;;2;3;3;Урок построен в рамках системно-деятельностного подхода, развивает у учеников способность самостоятельно ставить учебную задачу, проектировать пути их реализации. На каждом этапе урока учитывались индивидуалные особенности и интересы учащихся, создавалась ситуация успеха. Урок проведен методически грамотно, использовались ИКТ-технологии, здоровьесберегающие.   
27;671;П1.2;21.02.2022;108;707;708;706;0;0;0;24;4;12;8;;0;0;0;;4;10;2;На последующий уровень работы учитывать ответы слабых ребят. Работали в основном сильные/средние дети. Процесс учебный деятельности интересен, этапы работы заключались в групповой работе
28;936;П1.2;21.02.2022;72;477;478;476;0;0;0;6;1;3;2;;1;3;2;;1;3;1;Поставленной целью не совсем удовлетворена.  Следует обратить внимание на слабых учащихся, чтобы вывести их на более высокий уровень.
29;970;П1.2;21.02.2022;132;721;719;720;0;0;0;2;1;1;0;;0;0;0;;1;1;0;Работой на уроке удовлетворены. Поставленные цели были достигнуты. Учитель старается правильно распределить внимание на уроке, обе девочки работают на уроке плодотворно.
30;575;П1.2;22.02.2022;131;748;745;744;0;0;0;6;3;1;2;;0;0;0;;3;1;2;Особое внимание обратить на средних учеников и слабого. Больше взаимодействовать со слабым учащимся.
31;585;П1.2;22.02.2022;119;861;862;860;0;0;0;17;6;8;3;;0;0;0;;5;6;2;На данном уроке учитель взаимодействовал как с сильными, так и со слабыми учениками. Учитель видит весь класс, без внимания остались только три ребенка, которые на уроке не проявляли активность. На некторых этапах урока учитель старается опираться на сильных детей, не не забывает про средних и слабых.
32;567;П1.2;22.02.2022;131;746;749;747;0;0;0;8;3;2;3;;0;0;0;;3;2;3;Все хорошо
33;168;П1.2;22.02.2022;111;798;797;790;0;0;0;22;7;11;4;;0;0;0;;7;9;4;Урок прошел продуктивно. Учитель уделял внимание всем ученикам, у каждого были определены задачи на урок, которые они решали. В большей степении учитель распределял свое внимание на слабых и сильных учеников. Для более плодотворной работы слабых учеников можно поменять рассадку класса. Была поставлена цель: дети (средние) старались выполнить большее количество заданий, идти на опережение, а дети(слабые) старались успеть выполнить запланированное количество заданий.
34;940;П1.2;22.02.2022;87;580;581;579;0;0;0;10;1;2;7;;0;0;0;;1;2;7;В зоне внимания учителя находились все обучающиеся: и сильные, и слабые. В целом удовлетворена результатами. Но в классе есть ученица, обучающаяся по АОП для детей с ЗПР, которая испытывает трудности при устном  ответе на вопросы по заданной теме, необходимо изменить для неё форму заданий, лучше давать задания в письменной форме. 
35;174;П1.2;22.02.2022;111;797;798;790;0;0;0;19;4;10;5;;0;0;0;;4;10;5;Урок прошел удовлетворительно. Все ребята были охвачены вниманием учителя. Сильные ребята работали с опережением, но также требовали внимания учителя. Средние и слабые ребята работали вместе с доской, каждый в своем темпе. Дальнейшей целью считаю дополнительный охват средних и слабых ребят. Для этого постараться вдохновлять их на успешное решение поставленной цели урока.
36;946;П1.2;22.02.2022;87;581;580;579;0;0;0;9;1;2;6;;0;0;0;;1;2;6;В зоне внимания учителя находились все обучающиеся. В классе есть ученица, обучающаяся по АОП для детей с ЗПР, которая испытывает трудности при ответе на вопросы по заданной теме, необходимо изменить для неё форму заданий, скорре всего, лучше давать задания в письменной форме. Я поняла, что в группе средних учеников есть ученица, выполнившая только одно задание, но усложненное. Необходимо чаще  привлекать ее и к выполнению других, может быть, более простых или сложных заданий.
37;721;П1.2;22.02.2022;97;629;628;627;0;0;0;2;0;2;0;;0;0;0;;0;2;0;цель учителя: достичь постоянной включенности учеников в урок. Этого можно достичь, если апелировать  к жизненному опыту учащихся, связывать изученный материал с практической жизнью детей, их проблемами, сделать получение знаний  их насущной необходимотью.
38;1214;П1.2;24.02.2022;103;805;804;806;0;0;0;6;2;4;0;;0;0;0;;2;4;0;Да, удовлетворена. Обратить внимание на посадку учеников
