;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments
0;1288;П6.1;06.04.2022;111;796;795;794;0;0;0;21;;;;0;;;;19;;;;
1;1289;П6.1;06.04.2022;111;795;796;794;0;0;0;21;;;;0;;;;21;;;;
2;232;П6.1;13.04.2022;70;493;494;492;0;0;0;2;;;;0;;;;2;;;;"На уроке старалась вовлечь в работу и сильного, и слабого ученика. Терпеливо жду ответа от ребёнка с ОВЗ, не тороплю, подхваливаю его. Напоминаю ему вопрос, стараюсь быть доброжелательной и настойчивой. Не ""бросаем"" вопрос, если не сразу готов ответ на него. На помощь приходит сильный ученик, но не с готовым ответом, а только с лёгкой подсказкой, намёком. Вместе приходим к правильному ответу."
3;238;П6.1;18.04.2022;70;494;493;492;0;0;0;2;;;;0;;;;2;;;;В классе оба  ребёнка с ОВЗ (ЗПР). У одного- дефект речи. Правильные и чёткие ответы дают не сразу и не всегда. Приходится настойчиво добиваться ответов,  подхваливая, подбадривая детей. Несколько раз повторяю вопрос, учимся из формулировки вопроса выбирать слова для ответа. Так сообща приходим к правильному ответу. Если вопрос лёгкий, мальчик может ответить самостоятельно и правильно. Девочке это сделать не удаётся. 
4;1206;П6.1;04.05.2022;128;736;735;734;0;0;0;7;;;;0;;;;7;;;;
5;1208;П6.1;05.05.2022;128;735;736;734;0;0;0;9;;;;0;;;;7;;;;
6;444;П6.1;11.05.2022;92;585;586;584;0;0;0;9;;;;0;;;;8;;;;Повторение вопроса учителя дает более высокий шанс ответа ребенка. Разработать единые правила и предложить учителям, работающим в данном классе.
7;1114;П6.1;16.05.2022;74;490;489;488;0;0;0;14;;;;0;;;;10;;;;"Да, урок понравился. Ребята на уроке были активны все. Кто-то из-за сложившейся ситуации ""соревнования"" пытался ответить быстро, при этом допуская большое количество ошибок. Потом все допущенные ошибки были осмыслены и исправлены. Главное, когда ребенок сам заметит ошибку, исправит её самостоятельно."
8;441;П6.1;16.05.2022;92;586;585;584;0;0;0;8;;;;0;;;;8;;;;удовлетворена, что большая часть класса выполнила правила речи, соответственно составленной мной схемы. Отработать  правила  речи.
9;1111;П6.1;17.05.2022;74;489;490;488;0;0;0;13;;;;0;;;;9;;;;Урок был хорошо простроен. Уроком осталась довольна! Умственные действия опирались и подкреплялись практическими. Учебный материал на протяжении всего урока работал на организацию посильного поиска и исследования семиклассников.
10;1695;П6.1;19.05.2022;112;785;786;779;0;0;0;23;;;;0;;;;16;;;;удовлетворена.  Необходимо использовать несколько способов предьявление информации при постановке вопросов
11;1696;П6.1;19.05.2022;112;786;785;779;0;0;0;27;;;;0;;;;17;;;;удовлетворена.  Необходимо повышать мотивацию на уроке
12;497;П6.1;26.05.2022;106;691;692;693;0;0;0;4;;;;0;;;;4;;;;Ответы учеников по предложенной схеме помогают ребятам «организовать» себя для ответа. Быть постоянно в «теме» урока. Демонстрировать имеющийся объем знаний, а так же дает возможность показать свое видение вопроса или предположить другую стратегию (предполагаемую) развития событий.
13;1856;П6.1;06.09.2022;121;942;905;909;0;0;0;11;;;;0;;;;6;;;;Уроком удовлетворена. Задействовать при ответах больше обучающихся. Переформулировать вопрос, если возникают трудности при ответах.
14;1853;П6.1;21.09.2022;121;907;908;911;0;0;0;14;;;;0;;;;6;;;;Увеличить количество отвечавших учеников. Добиться выполнения правила с первой попытки, конкретнее формулировать вопросы
15;1851;П6.1;26.09.2022;121;941;903;910;0;0;0;9;;;;0;;;;9;;;;"Наблюдаемый урок ""Технология"" для учеников даётся гораздо легче чем другие. Дети проявляют интерес к изучаемому материалу, а значит активнорсть на уроке высока, хотя уровень класса-ниже-среднего. Учитель формулирует открытые вопросы, ученики стараются дать развёрнутые ответы, при неудачном ответе учитель помогает. ДЛя более успешного достижения цели планируется наблюдение еще одного урока по данной теме."
16;2572;П6.1;05.10.2022;101;954;654;650;7;3;3;17;;;;27;;;;16;;;;Уроком довольна, но есть над чекм работать
17;2469;П6.1;11.10.2022;85;569;570;568;8;4;1;8;;;;21;;;;8;;;;Учащиеся вели себя уверенно. Полностью выполнен план урока. 
18;2309;П6.1;12.10.2022;74;489;490;488;6;4;1;14;;;;16;;;;12;;;;Я полностью удовлетворена проведенным уроком. Считаю, что менять ничего не нужно. Цель-больше точных и полных ответов детей на уроках. Я понимаю, как нужно достичь этой цели
19;2327;П6.1;12.10.2022;109;704;703;702;7;3;2;31;;;;38;;;;26;;;;"Необходимо довести до автоматизма полные ответы детей. Разговорить ребёнка ""молчуна"", от которого очень трудно добиться ответа."
20;2328;П6.1;12.10.2022;109;703;704;702;7;3;2;29;;;;36;;;;24;;;;Да, удовлетворена. Нужно обязательно оформить плакат со схемой ответа, для того чтобы дети глазами за него цеплялись. Потом, когда привыкнут давать полный ответ, можно убрать
21;3066;П6.1;12.10.2022;74;489;490;488;6;4;1;14;;;;16;;;;12;;;;Я полностью удовлетворена проведенным уроком. Считаю, что менять ничего не нужно. Цель-больше точных и полных ответов детей на уроках. Я понимаю, как нужно достичь этой цели
22;2320;П6.1;12.10.2022;128;736;741;734;1;4;1;10;;;;22;;;;10;;;;Добиваться выполнения правила на каждом уроке
23;2580;П6.1;13.10.2022;101;652;651;649;4;3;1;18;;;;32;;;;14;;;;Ердякова С.В.: В целом уроком удовлетворена. Старалась, чтобы ребята давали как можно больше полных и верных ответов. 
24;2614;П6.1;13.10.2022;111;797;798;790;4;0;0;24;;;;18;;;;18;;;;Уроком довольна. Учащиеся давали правильные полные ответы на вопросы учителя. Те, кто сразу не справились с ответом, смогли поправить его после помощи учителя. Учительница была доброжелательна и настойчива  к обучающимся.
25;2470;П6.1;13.10.2022;85;570;569;568;3;3;4;10;;;;14;;;;7;;;;Изменить форму опроса.
26;2577;П6.1;14.10.2022;101;651;652;649;3;4;1;16;;;;36;;;;14;;;;Постникова С.В.: Уроком в целом удовлетворена. Ребята работали достаточно активно, в основном давали полные ответы. В свою очередь, старалась комментировать ответы обучающихся. 
27;2434;П6.1;14.10.2022;82;540;539;538;6;4;1;10;;;;19;;;;8;;;;Уроком удовлетворена. Планирую изменить форму опроса.
28;2435;П6.1;14.10.2022;82;539;540;538;3;4;2;10;;;;25;;;;9;;;;Уроком удовлетварена. 
29;2360;П6.1;17.10.2022;128;739;738;737;6;3;2;9;;;;23;;;;9;;;; Большая часть отвечавших   детей затрудняются правильно сформулировать ответ на поставленный вопрос. Но они стараются  и с помощью у них  получается полностью выполнить правило. Обязательно продолжу работу над постановкой правильных ответов. 
30;2361;П6.1;17.10.2022;128;738;739;737;5;3;2;3;;;;10;;;;3;;;; В большинстве  дети затрудняются правильно сформулировать ответ на поставленный вопрос. Но они стараются  и это у них неплохо получается. 
31;2370;П6.1;18.10.2022;130;763;945;760;8;3;2;5;;;;7;;;;5;;;;Уроком удовлетворена, но всегда хочется изменить что либо к лучшему. Пока не знаю, что именно.
32;2371;П6.1;19.10.2022;130;945;763;760;4;3;2;4;;;;4;;;;4;;;;Урок прошел как обычно. 
33;2547;П6.1;19.10.2022;96;624;625;623;7;3;2;7;;;;13;;;;7;;;;Урок удовлетворена.Повторить отдельным ученикам орфографические навыки
34;2417;П6.1;19.10.2022;84;565;566;564;2;1;4;3;;;;11;;;;3;;;;Большинство детей частично отвечали на вопросы учителя. Целью было достичь полного ответа детей. Поэтому я не совсем довольна уроком. 
35;2185;П6.1;19.10.2022;76;502;501;500;0;0;0;7;;;;0;;;;7;;;;Уроком удовлетварина частично.  Чтобы достичь результата необходимо использовать этот алгоритм на каждом уроке, тогда можно достичь большего количества полных ответов.
36;2186;П6.1;19.10.2022;76;501;502;500;0;0;0;7;;;;0;;;;7;;;;Уроком удовленворена не полностью, потому что не у всех ребят получалось дать полный ответ по алгоритму .  Изменять ничего не нужно, а нужно отрабатывать навык алгоритма  ответа: повтор вопроса учителя, местоимения, полный ответ.
37;2311;П6.1;20.10.2022;74;490;489;488;8;4;1;13;;;;9;;;;9;;;;Педагогом был разработан урок закрепления ранее изученного. Вся работа была представлена в виде викторины, вопросы-путаницы, логическое мышление и поиск информации. Из присутствующих ребят, наиболее активны были сильные дети и средние, так как были сформированы команды и весь азарт был направлен на постановку правильного ответа быстро и корректно.
38;2503;П6.1;20.10.2022;92;585;586;584;7;4;2;8;;;;14;;;;8;;;;"Удовлетворена, отработать навыки ""правила речи""."
39;3068;П6.1;20.10.2022;74;490;489;488;8;4;1;13;;;;9;;;;9;;;;Педагогом был разработан урок закрепления ранее изученного. Вся работа была представлена в виде викторины, вопросы-путаницы, логическое мышление и поиск информации. Из присутствующих ребят, наиболее активны были сильные дети и средние, так как были сформированы команды и весь азарт был направлен на постановку правильного ответа быстро и корректно.
40;2317;П6.1;20.10.2022;128;741;736;734;0;4;1;7;;;;15;;;;7;;;;Добиваться того, чтобы учащиеся соблюдали установленные правила для ответа
