;teacher_id;org_id;protocols;protocols_base;protocols_complicated;protocols_targeted;curators;teachers;prot_templates;pupils_mean;satisfaction;wish_to_change;interval_mean;interval_std;scope_m;pupils_m;pupils_d_mean;interactions_m;interactions_d_mean;attention_m;attention_d_mean;vector_interact_m;vector_intention_m;vector_attention_m
245;903;121.0;3;1;1;1;1;1;3;17.0;3.0;3.5;30.0;7.0;0.8;0.41;0.43;0.7;0.33;0.54;0.41;-0.29;-0.13;-0.12
246;904;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
247;905;121.0;3;0;2;1;1;1;3;11.0;4.0;2.0;29.0;31.0;0.71;0.34;0.29;0.68;0.39;0.42;0.27;-0.15;-0.08;-0.11
248;906;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
249;907;121.0;5;2;2;1;1;1;5;12.4;3.0;3.0;14.0;13.0;0.57;0.51;0.36;0.45;0.33;0.53;0.34;-0.01;-0.03;-0.03
250;908;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
251;914;124.0;7;2;4;1;1;1;6;5.14;3.0;2.57;10.0;4.0;1.0;0.18;0.19;0.18;0.17;0.18;0.19;-0.01;0.0;-0.01
252;915;124.0;7;2;3;2;1;1;6;6.0;4.0;1.0;10.0;4.0;1.0;0.08;0.15;0.07;0.14;0.08;0.15;0.01;0.0;0.01
253;916;124.0;9;1;2;6;1;1;6;4.89;2.89;2.44;10.0;4.0;1.0;0.6;0.32;0.63;0.31;0.6;0.32;-0.01;0.0;-0.01
254;917;124.0;9;1;2;6;1;1;6;2.89;2.89;2.56;10.0;4.0;1.0;0.56;0.42;0.56;0.37;0.56;0.42;-0.01;0.0;-0.01
255;921;122.0;6;2;3;1;1;1;5;8.5;;;13.0;11.0;0.97;0.46;0.37;0.44;0.39;0.46;0.36;0.0;0.0;
256;922;122.0;7;2;4;1;1;1;7;6.71;;;11.0;11.0;0.94;0.55;0.41;0.58;0.45;0.52;0.4;0.0;0.02;
257;924;122.0;5;1;3;1;1;1;5;9.0;;;19.0;12.0;1.0;0.45;0.33;0.56;0.32;0.42;0.32;-0.08;0.0;0.04
258;925;122.0;5;1;4;0;1;1;4;8.6;;;18.0;10.0;1.0;0.64;0.33;0.53;0.32;0.64;0.33;-0.08;0.0;-0.08
259;928;127.0;10;2;5;3;1;1;10;2.7;4.0;1.3;8.0;8.0;1.0;0.69;0.24;0.7;0.24;0.69;0.24;-0.0;0.0;-0.0
260;929;127.0;10;2;5;3;1;1;10;4.3;3.9;1.3;8.0;8.0;1.0;0.54;0.33;0.6;0.31;0.54;0.33;-0.04;0.0;-0.04
261;932;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
262;935;112.0;4;3;1;0;1;1;3;28.25;3.75;2.33;17.0;17.0;0.56;0.6;0.4;0.59;0.42;0.6;0.4;0.01;0.0;0.01
263;936;112.0;6;4;0;2;1;1;3;22.83;3.5;2.0;13.0;18.0;0.93;0.46;0.28;0.5;0.26;0.49;0.27;-0.04;-0.03;-0.01
264;937;112.0;5;0;2;3;1;1;5;23.6;3.8;2.0;18.0;12.0;0.68;0.53;0.33;0.58;0.34;0.55;0.34;-0.03;-0.02;-0.01
265;938;88.0;7;3;2;2;1;1;7;3.86;4.0;2.0;12.0;6.0;1.0;0.59;0.41;0.56;0.41;0.59;0.41;0.03;0.0;0.03
266;939;94.0;8;0;4;4;1;1;8;8.25;4.0;2.5;8.0;7.0;1.0;0.51;0.35;0.56;0.32;0.51;0.35;-0.06;0.0;-0.06
267;940;118.0;6;3;2;1;1;1;5;13.33;3.17;3.17;10.0;8.0;0.87;0.49;0.39;0.57;0.33;0.54;0.37;-0.08;-0.05;-0.03
268;941;121.0;2;1;1;0;1;1;2;9.0;;;4.0;;1.0;0.33;0.41;;;0.33;0.41;;0.0;
269;942;121.0;4;2;2;0;1;1;4;10.75;3.5;1.0;28.0;22.0;0.68;0.5;0.41;0.56;0.42;0.62;0.38;-0.06;-0.12;-0.06
270;943;119.0;3;1;2;0;1;1;3;24.0;;;38.0;45.0;0.93;0.52;0.31;0.44;0.29;0.49;0.3;0.0;0.04;0.0
271;945;130.0;4;1;2;1;1;1;4;4.0;3.0;1.75;22.0;13.0;1.0;0.54;0.31;0.61;0.32;0.54;0.31;-0.07;0.0;-0.07
272;946;120.0;6;2;3;1;2;1;6;22.5;3.67;2.0;14.0;9.0;0.7;0.58;0.35;0.58;0.36;0.57;0.35;0.0;0.02;-0.01
273;947;83.0;2;1;1;0;1;1;2;4.5;3.0;3.0;30.0;;1.0;0.33;0.47;0.5;0.5;0.33;0.47;-0.17;0.0;-0.17
274;949;78.0;6;2;3;1;1;1;6;4.67;3.33;2.83;14.0;7.0;1.0;0.21;0.25;0.48;0.25;0.21;0.25;-0.25;0.0;-0.25
275;950;79.0;5;2;2;1;1;1;5;7.0;3.8;2.0;11.0;8.0;0.96;0.57;0.32;0.63;0.3;0.61;0.32;-0.06;-0.04;-0.02
276;951;75.0;5;3;2;0;1;1;5;4.0;3.2;3.0;17.0;13.0;0.9;0.5;0.45;0.37;0.34;0.25;0.2;0.13;0.25;-0.12
277;953;106.0;7;1;4;2;1;1;7;4.0;;;10.0;7.0;1.0;0.44;0.35;0.47;0.35;0.42;0.32;-0.06;-0.01;-0.03
278;954;101.0;7;3;2;2;1;1;7;17.43;3.43;2.86;13.0;11.0;0.78;0.44;0.37;0.61;0.28;0.52;0.36;-0.14;-0.08;-0.07
279;955;68.0;5;2;1;2;1;1;5;20.6;;;10.0;3.0;0.91;0.14;0.22;0.2;0.23;0.15;0.22;-0.06;-0.0;-0.05
280;959;97.0;5;1;2;2;1;1;5;1.8;2.4;3.0;13.0;11.0;1.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0
281;970;83.0;2;0;2;0;1;1;2;7.0;3.0;2.0;12.0;;1.0;0.57;0.42;0.64;0.38;0.57;0.42;-0.07;0.0;-0.07
